"Source","Target","Sig_correlations"
"Brain - Nucleus accumbens (basal ganglia)","Cervix - Ectocervix_secretomics",0
"Brain - Nucleus accumbens (basal ganglia)","Cervix - Endocervix_secretomics",0
"Brain - Nucleus accumbens (basal ganglia)","Colon - Sigmoid_secretomics",5
"Brain - Nucleus accumbens (basal ganglia)","Colon - Transverse_secretomics",15
"Brain - Nucleus accumbens (basal ganglia)","Esophagus - Gastroesophageal Junction_secretomics",18
"Brain - Nucleus accumbens (basal ganglia)","Esophagus - Mucosa_secretomics",10
"Brain - Nucleus accumbens (basal ganglia)","Esophagus - Muscularis_secretomics",145
"Brain - Nucleus accumbens (basal ganglia)","Fallopian Tube_secretomics",0
"Brain - Nucleus accumbens (basal ganglia)","Heart - Atrial Appendage_secretomics",126
"Brain - Nucleus accumbens (basal ganglia)","Heart - Left Ventricle_secretomics",86
"Brain - Nucleus accumbens (basal ganglia)","Kidney - Cortex_secretomics",2
"Brain - Nucleus accumbens (basal ganglia)","Kidney - Medulla_secretomics",0
"Brain - Nucleus accumbens (basal ganglia)","Liver_secretomics",53
"Brain - Nucleus accumbens (basal ganglia)","Lung_secretomics",37
"Brain - Nucleus accumbens (basal ganglia)","Minor Salivary Gland_secretomics",6
"Brain - Nucleus accumbens (basal ganglia)","Muscle - Skeletal_secretomics",2478
"Brain - Nucleus accumbens (basal ganglia)","Nerve - Tibial_secretomics",402
"Brain - Nucleus accumbens (basal ganglia)","Ovary_secretomics",5
"Brain - Nucleus accumbens (basal ganglia)","Pancreas_secretomics",4
"Brain - Nucleus accumbens (basal ganglia)","Pituitary_secretomics",354
"Brain - Nucleus accumbens (basal ganglia)","Prostate_secretomics",2
"Brain - Nucleus accumbens (basal ganglia)","Skin - Not Sun Exposed (Suprapubic)_secretomics",109
"Brain - Nucleus accumbens (basal ganglia)","Skin - Sun Exposed (Lower leg)_secretomics",437
"Brain - Nucleus accumbens (basal ganglia)","Small Intestine - Terminal Ileum_secretomics",0
"Brain - Nucleus accumbens (basal ganglia)","Spleen_secretomics",0
"Brain - Nucleus accumbens (basal ganglia)","Stomach_secretomics",4
"Brain - Nucleus accumbens (basal ganglia)","Testis_secretomics",27
"Brain - Nucleus accumbens (basal ganglia)","Thyroid_secretomics",738
"Brain - Nucleus accumbens (basal ganglia)","Uterus_secretomics",0
"Brain - Nucleus accumbens (basal ganglia)","Vagina_secretomics",2
"Brain - Nucleus accumbens (basal ganglia)","Whole Blood_secretomics",962
"Brain - Putamen (basal ganglia)","Adipose - Subcutaneous_secretomics",291
"Brain - Putamen (basal ganglia)","Adipose - Visceral (Omentum)_secretomics",324
"Brain - Putamen (basal ganglia)","Adrenal Gland_secretomics",0
"Brain - Putamen (basal ganglia)","Artery - Aorta_secretomics",21
"Brain - Putamen (basal ganglia)","Artery - Coronary_secretomics",6
"Brain - Putamen (basal ganglia)","Artery - Tibial_secretomics",47
"Brain - Putamen (basal ganglia)","Bladder_secretomics",0
"Brain - Putamen (basal ganglia)","Brain - Amygdala_secretomics",377
"Brain - Putamen (basal ganglia)","Brain - Anterior cingulate cortex (BA24)_secretomics",1587
"Brain - Putamen (basal ganglia)","Brain - Caudate (basal ganglia)_secretomics",17280
"Brain - Putamen (basal ganglia)","Brain - Cerebellar Hemisphere_secretomics",856
"Brain - Putamen (basal ganglia)","Brain - Cerebellum_secretomics",556
"Brain - Putamen (basal ganglia)","Brain - Cortex_secretomics",907
"Brain - Putamen (basal ganglia)","Brain - Frontal Cortex (BA9)_secretomics",1555
"Brain - Putamen (basal ganglia)","Brain - Hippocampus_secretomics",556
"Brain - Putamen (basal ganglia)","Brain - Hypothalamus_secretomics",630
"Brain - Putamen (basal ganglia)","Brain - Nucleus accumbens (basal ganglia)_secretomics",8037
"Brain - Putamen (basal ganglia)","Brain - Spinal cord (cervical c-1)_secretomics",114
"Brain - Putamen (basal ganglia)","Brain - Substantia nigra_secretomics",776
"Brain - Putamen (basal ganglia)","Breast - Mammary Tissue_secretomics",31
"Brain - Putamen (basal ganglia)","Cells - Cultured fibroblasts_secretomics",5
"Brain - Putamen (basal ganglia)","Cells - EBV-transformed lymphocytes_secretomics",2
"Brain - Putamen (basal ganglia)","Cervix - Ectocervix_secretomics",0
"Brain - Putamen (basal ganglia)","Cervix - Endocervix_secretomics",0
"Brain - Putamen (basal ganglia)","Colon - Sigmoid_secretomics",4
"Brain - Putamen (basal ganglia)","Colon - Transverse_secretomics",2
"Brain - Putamen (basal ganglia)","Esophagus - Gastroesophageal Junction_secretomics",20
"Brain - Putamen (basal ganglia)","Esophagus - Mucosa_secretomics",22
"Brain - Putamen (basal ganglia)","Esophagus - Muscularis_secretomics",166
"Brain - Putamen (basal ganglia)","Fallopian Tube_secretomics",0
"Brain - Putamen (basal ganglia)","Heart - Atrial Appendage_secretomics",103
"Brain - Putamen (basal ganglia)","Heart - Left Ventricle_secretomics",116
"Brain - Putamen (basal ganglia)","Kidney - Cortex_secretomics",3
"Brain - Putamen (basal ganglia)","Kidney - Medulla_secretomics",0
"Brain - Putamen (basal ganglia)","Liver_secretomics",35
"Brain - Putamen (basal ganglia)","Lung_secretomics",40
"Brain - Putamen (basal ganglia)","Minor Salivary Gland_secretomics",19
"Brain - Putamen (basal ganglia)","Muscle - Skeletal_secretomics",1549
"Brain - Putamen (basal ganglia)","Nerve - Tibial_secretomics",240
"Brain - Putamen (basal ganglia)","Ovary_secretomics",5
"Brain - Putamen (basal ganglia)","Pancreas_secretomics",5
"Brain - Putamen (basal ganglia)","Pituitary_secretomics",321
"Brain - Putamen (basal ganglia)","Prostate_secretomics",1
"Brain - Putamen (basal ganglia)","Skin - Not Sun Exposed (Suprapubic)_secretomics",102
"Brain - Putamen (basal ganglia)","Skin - Sun Exposed (Lower leg)_secretomics",191
"Brain - Putamen (basal ganglia)","Small Intestine - Terminal Ileum_secretomics",0
"Brain - Putamen (basal ganglia)","Spleen_secretomics",0
"Brain - Putamen (basal ganglia)","Stomach_secretomics",4
"Brain - Putamen (basal ganglia)","Testis_secretomics",25
"Brain - Putamen (basal ganglia)","Thyroid_secretomics",669
"Brain - Putamen (basal ganglia)","Uterus_secretomics",10
"Brain - Putamen (basal ganglia)","Vagina_secretomics",1
"Brain - Putamen (basal ganglia)","Whole Blood_secretomics",485
"Brain - Spinal cord (cervical c-1)","Adipose - Subcutaneous_secretomics",151
"Brain - Spinal cord (cervical c-1)","Adipose - Visceral (Omentum)_secretomics",163
"Brain - Spinal cord (cervical c-1)","Adrenal Gland_secretomics",2
"Brain - Spinal cord (cervical c-1)","Artery - Aorta_secretomics",28
"Brain - Spinal cord (cervical c-1)","Artery - Coronary_secretomics",5
"Brain - Spinal cord (cervical c-1)","Artery - Tibial_secretomics",56
"Brain - Spinal cord (cervical c-1)","Bladder_secretomics",0
"Brain - Spinal cord (cervical c-1)","Brain - Amygdala_secretomics",33
"Brain - Spinal cord (cervical c-1)","Brain - Anterior cingulate cortex (BA24)_secretomics",59
"Brain - Spinal cord (cervical c-1)","Brain - Caudate (basal ganglia)_secretomics",116
"Brain - Spinal cord (cervical c-1)","Brain - Cerebellar Hemisphere_secretomics",116
"Brain - Spinal cord (cervical c-1)","Brain - Cerebellum_secretomics",95
"Brain - Spinal cord (cervical c-1)","Brain - Cortex_secretomics",62
"Brain - Spinal cord (cervical c-1)","Brain - Frontal Cortex (BA9)_secretomics",81
"Brain - Spinal cord (cervical c-1)","Brain - Hippocampus_secretomics",67
"Brain - Spinal cord (cervical c-1)","Brain - Hypothalamus_secretomics",88
"Brain - Spinal cord (cervical c-1)","Brain - Nucleus accumbens (basal ganglia)_secretomics",109
"Brain - Spinal cord (cervical c-1)","Brain - Putamen (basal ganglia)_secretomics",92
"Brain - Spinal cord (cervical c-1)","Brain - Substantia nigra_secretomics",62
"Brain - Spinal cord (cervical c-1)","Breast - Mammary Tissue_secretomics",22
"Brain - Spinal cord (cervical c-1)","Cells - Cultured fibroblasts_secretomics",3
"Brain - Spinal cord (cervical c-1)","Cells - EBV-transformed lymphocytes_secretomics",2
"Brain - Spinal cord (cervical c-1)","Cervix - Endocervix_secretomics",0
"Brain - Spinal cord (cervical c-1)","Colon - Sigmoid_secretomics",10
"Brain - Spinal cord (cervical c-1)","Colon - Transverse_secretomics",1
"Brain - Spinal cord (cervical c-1)","Esophagus - Gastroesophageal Junction_secretomics",20
"Brain - Spinal cord (cervical c-1)","Esophagus - Mucosa_secretomics",6
"Brain - Spinal cord (cervical c-1)","Esophagus - Muscularis_secretomics",61
"Brain - Spinal cord (cervical c-1)","Fallopian Tube_secretomics",0
"Brain - Spinal cord (cervical c-1)","Heart - Atrial Appendage_secretomics",142
"Brain - Spinal cord (cervical c-1)","Heart - Left Ventricle_secretomics",24
"Brain - Spinal cord (cervical c-1)","Kidney - Cortex_secretomics",3
"Brain - Spinal cord (cervical c-1)","Kidney - Medulla_secretomics",0
"Brain - Spinal cord (cervical c-1)","Liver_secretomics",6
"Brain - Spinal cord (cervical c-1)","Lung_secretomics",24
"Brain - Spinal cord (cervical c-1)","Minor Salivary Gland_secretomics",6
"Brain - Spinal cord (cervical c-1)","Muscle - Skeletal_secretomics",484
"Brain - Spinal cord (cervical c-1)","Nerve - Tibial_secretomics",130
"Brain - Spinal cord (cervical c-1)","Ovary_secretomics",7
"Brain - Spinal cord (cervical c-1)","Pancreas_secretomics",3
"Brain - Spinal cord (cervical c-1)","Pituitary_secretomics",175
"Brain - Spinal cord (cervical c-1)","Prostate_secretomics",5
"Brain - Spinal cord (cervical c-1)","Skin - Not Sun Exposed (Suprapubic)_secretomics",79
"Brain - Spinal cord (cervical c-1)","Skin - Sun Exposed (Lower leg)_secretomics",96
"Brain - Spinal cord (cervical c-1)","Small Intestine - Terminal Ileum_secretomics",0
"Brain - Spinal cord (cervical c-1)","Spleen_secretomics",1
"Brain - Spinal cord (cervical c-1)","Stomach_secretomics",3
"Brain - Spinal cord (cervical c-1)","Testis_secretomics",16
"Brain - Spinal cord (cervical c-1)","Thyroid_secretomics",304
"Brain - Spinal cord (cervical c-1)","Uterus_secretomics",2
"Brain - Spinal cord (cervical c-1)","Vagina_secretomics",3
"Brain - Spinal cord (cervical c-1)","Whole Blood_secretomics",57
"Brain - Substantia nigra","Adipose - Subcutaneous_secretomics",93
"Brain - Substantia nigra","Adipose - Visceral (Omentum)_secretomics",49
"Brain - Substantia nigra","Adrenal Gland_secretomics",0
"Brain - Substantia nigra","Artery - Aorta_secretomics",5
"Brain - Substantia nigra","Artery - Coronary_secretomics",9
"Brain - Substantia nigra","Artery - Tibial_secretomics",9
"Brain - Substantia nigra","Bladder_secretomics",0
"Brain - Substantia nigra","Brain - Amygdala_secretomics",113
"Brain - Substantia nigra","Brain - Anterior cingulate cortex (BA24)_secretomics",86
"Brain - Substantia nigra","Brain - Caudate (basal ganglia)_secretomics",501
"Brain - Substantia nigra","Brain - Cerebellar Hemisphere_secretomics",241
"Brain - Substantia nigra","Brain - Cerebellum_secretomics",59
"Brain - Substantia nigra","Brain - Cortex_secretomics",51
"Brain - Substantia nigra","Brain - Frontal Cortex (BA9)_secretomics",161
"Brain - Substantia nigra","Brain - Hippocampus_secretomics",155
"Brain - Substantia nigra","Brain - Hypothalamus_secretomics",132
"Brain - Substantia nigra","Brain - Nucleus accumbens (basal ganglia)_secretomics",884
"Brain - Substantia nigra","Brain - Putamen (basal ganglia)_secretomics",701
"Brain - Substantia nigra","Brain - Spinal cord (cervical c-1)_secretomics",60
"Brain - Substantia nigra","Breast - Mammary Tissue_secretomics",2
"Brain - Substantia nigra","Cells - Cultured fibroblasts_secretomics",1
"Brain - Substantia nigra","Cells - EBV-transformed lymphocytes_secretomics",0
"Brain - Substantia nigra","Cervix - Ectocervix_secretomics",0
"Brain - Substantia nigra","Cervix - Endocervix_secretomics",0
"Brain - Substantia nigra","Colon - Sigmoid_secretomics",9
"Brain - Substantia nigra","Colon - Transverse_secretomics",5
"Brain - Substantia nigra","Esophagus - Gastroesophageal Junction_secretomics",6
"Brain - Substantia nigra","Esophagus - Mucosa_secretomics",7
"Brain - Substantia nigra","Esophagus - Muscularis_secretomics",28
"Brain - Substantia nigra","Fallopian Tube_secretomics",0
"Brain - Substantia nigra","Heart - Atrial Appendage_secretomics",13
"Brain - Substantia nigra","Heart - Left Ventricle_secretomics",12
"Brain - Substantia nigra","Kidney - Cortex_secretomics",4
"Brain - Substantia nigra","Kidney - Medulla_secretomics",0
"Brain - Substantia nigra","Liver_secretomics",5
"Brain - Substantia nigra","Lung_secretomics",0
"Brain - Substantia nigra","Minor Salivary Gland_secretomics",5
"Brain - Substantia nigra","Muscle - Skeletal_secretomics",224
"Brain - Substantia nigra","Nerve - Tibial_secretomics",40
"Brain - Substantia nigra","Ovary_secretomics",10
"Brain - Substantia nigra","Pancreas_secretomics",4
"Brain - Substantia nigra","Pituitary_secretomics",39
"Brain - Substantia nigra","Prostate_secretomics",5
"Brain - Substantia nigra","Skin - Not Sun Exposed (Suprapubic)_secretomics",16
"Brain - Substantia nigra","Skin - Sun Exposed (Lower leg)_secretomics",39
"Brain - Substantia nigra","Small Intestine - Terminal Ileum_secretomics",0
"Brain - Substantia nigra","Spleen_secretomics",0
"Brain - Substantia nigra","Stomach_secretomics",0
"Brain - Substantia nigra","Testis_secretomics",4
"Brain - Substantia nigra","Thyroid_secretomics",50
"Brain - Substantia nigra","Uterus_secretomics",0
"Brain - Substantia nigra","Vagina_secretomics",1
"Brain - Substantia nigra","Whole Blood_secretomics",98
"Breast - Mammary Tissue","Adipose - Subcutaneous_secretomics",15189
"Breast - Mammary Tissue","Adipose - Visceral (Omentum)_secretomics",13059
"Breast - Mammary Tissue","Adrenal Gland_secretomics",1273
"Breast - Mammary Tissue","Artery - Aorta_secretomics",5423
"Breast - Mammary Tissue","Artery - Coronary_secretomics",433
"Breast - Mammary Tissue","Artery - Tibial_secretomics",8837
"Breast - Mammary Tissue","Bladder_secretomics",1
"Breast - Mammary Tissue","Brain - Amygdala_secretomics",3
"Breast - Mammary Tissue","Brain - Anterior cingulate cortex (BA24)_secretomics",2
"Breast - Mammary Tissue","Brain - Caudate (basal ganglia)_secretomics",7
"Breast - Mammary Tissue","Brain - Cerebellar Hemisphere_secretomics",16
"Breast - Mammary Tissue","Brain - Cerebellum_secretomics",65
"Breast - Mammary Tissue","Brain - Cortex_secretomics",47
"Breast - Mammary Tissue","Brain - Frontal Cortex (BA9)_secretomics",16
"Breast - Mammary Tissue","Brain - Hippocampus_secretomics",8
"Breast - Mammary Tissue","Brain - Hypothalamus_secretomics",2
"Breast - Mammary Tissue","Brain - Nucleus accumbens (basal ganglia)_secretomics",21
"Breast - Mammary Tissue","Brain - Putamen (basal ganglia)_secretomics",16
"Breast - Mammary Tissue","Brain - Spinal cord (cervical c-1)_secretomics",7
"Breast - Mammary Tissue","Brain - Substantia nigra_secretomics",10
"Breast - Mammary Tissue","Cells - Cultured fibroblasts_secretomics",2666
"Breast - Mammary Tissue","Cells - EBV-transformed lymphocytes_secretomics",35
"Breast - Mammary Tissue","Cervix - Ectocervix_secretomics",0
"Breast - Mammary Tissue","Cervix - Endocervix_secretomics",0
"Breast - Mammary Tissue","Colon - Sigmoid_secretomics",2524
"Breast - Mammary Tissue","Colon - Transverse_secretomics",2199
"Breast - Mammary Tissue","Esophagus - Gastroesophageal Junction_secretomics",5938
"Breast - Mammary Tissue","Esophagus - Mucosa_secretomics",7392
"Breast - Mammary Tissue","Esophagus - Muscularis_secretomics",9538
"Breast - Mammary Tissue","Fallopian Tube_secretomics",0
"Breast - Mammary Tissue","Heart - Atrial Appendage_secretomics",7001
"Breast - Mammary Tissue","Heart - Left Ventricle_secretomics",11068
"Breast - Mammary Tissue","Kidney - Cortex_secretomics",6
"Breast - Mammary Tissue","Kidney - Medulla_secretomics",0
"Breast - Mammary Tissue","Liver_secretomics",1346
"Breast - Mammary Tissue","Lung_secretomics",10445
"Breast - Mammary Tissue","Minor Salivary Gland_secretomics",173
"Breast - Mammary Tissue","Muscle - Skeletal_secretomics",19715
"Breast - Mammary Tissue","Nerve - Tibial_secretomics",14271
"Breast - Mammary Tissue","Ovary_secretomics",350
"Breast - Mammary Tissue","Pancreas_secretomics",1359
"Breast - Mammary Tissue","Pituitary_secretomics",143
"Breast - Mammary Tissue","Prostate_secretomics",706
"Breast - Mammary Tissue","Skin - Not Sun Exposed (Suprapubic)_secretomics",15732
"Breast - Mammary Tissue","Skin - Sun Exposed (Lower leg)_secretomics",12692
"Breast - Mammary Tissue","Small Intestine - Terminal Ileum_secretomics",75
"Breast - Mammary Tissue","Spleen_secretomics",617
"Breast - Mammary Tissue","Stomach_secretomics",1064
"Breast - Mammary Tissue","Testis_secretomics",9477
"Breast - Mammary Tissue","Thyroid_secretomics",13393
"Breast - Mammary Tissue","Uterus_secretomics",67
"Breast - Mammary Tissue","Vagina_secretomics",86
"Breast - Mammary Tissue","Whole Blood_secretomics",21953
"Cells - Cultured fibroblasts","Adipose - Subcutaneous_secretomics",18917
"Cells - Cultured fibroblasts","Adipose - Visceral (Omentum)_secretomics",10599
"Cells - Cultured fibroblasts","Adrenal Gland_secretomics",6625
"Cells - Cultured fibroblasts","Artery - Aorta_secretomics",8474
"Cells - Cultured fibroblasts","Artery - Coronary_secretomics",1321
"Cells - Cultured fibroblasts","Artery - Tibial_secretomics",12586
"Cells - Cultured fibroblasts","Bladder_secretomics",6
"Cells - Cultured fibroblasts","Brain - Amygdala_secretomics",1
"Cells - Cultured fibroblasts","Brain - Anterior cingulate cortex (BA24)_secretomics",9
"Cells - Cultured fibroblasts","Brain - Caudate (basal ganglia)_secretomics",7
"Cells - Cultured fibroblasts","Brain - Cerebellar Hemisphere_secretomics",43
"Cells - Cultured fibroblasts","Brain - Cerebellum_secretomics",84
"Cells - Cultured fibroblasts","Brain - Cortex_secretomics",18
"Cells - Cultured fibroblasts","Brain - Frontal Cortex (BA9)_secretomics",10
"Cells - Cultured fibroblasts","Brain - Hippocampus_secretomics",3
"Cells - Cultured fibroblasts","Brain - Hypothalamus_secretomics",3
"Cells - Cultured fibroblasts","Brain - Nucleus accumbens (basal ganglia)_secretomics",3
"Cells - Cultured fibroblasts","Brain - Putamen (basal ganglia)_secretomics",7
"Cells - Cultured fibroblasts","Brain - Spinal cord (cervical c-1)_secretomics",3
"Cells - Cultured fibroblasts","Brain - Substantia nigra_secretomics",3
"Cells - Cultured fibroblasts","Breast - Mammary Tissue_secretomics",4499
"Cells - Cultured fibroblasts","Cells - EBV-transformed lymphocytes_secretomics",1251
"Cells - Cultured fibroblasts","Cervix - Ectocervix_secretomics",0
"Cells - Cultured fibroblasts","Cervix - Endocervix_secretomics",3
"Cells - Cultured fibroblasts","Colon - Sigmoid_secretomics",2210
"Cells - Cultured fibroblasts","Colon - Transverse_secretomics",3095
"Cells - Cultured fibroblasts","Esophagus - Gastroesophageal Junction_secretomics",2987
"Cells - Cultured fibroblasts","Esophagus - Mucosa_secretomics",11106
"Cells - Cultured fibroblasts","Esophagus - Muscularis_secretomics",6916
"Cells - Cultured fibroblasts","Fallopian Tube_secretomics",0
"Cells - Cultured fibroblasts","Heart - Atrial Appendage_secretomics",9196
"Cells - Cultured fibroblasts","Heart - Left Ventricle_secretomics",13654
"Cells - Cultured fibroblasts","Kidney - Cortex_secretomics",59
"Cells - Cultured fibroblasts","Kidney - Medulla_secretomics",0
"Cells - Cultured fibroblasts","Liver_secretomics",3104
"Cells - Cultured fibroblasts","Lung_secretomics",16465
"Cells - Cultured fibroblasts","Minor Salivary Gland_secretomics",413
"Cells - Cultured fibroblasts","Muscle - Skeletal_secretomics",23636
"Cells - Cultured fibroblasts","Nerve - Tibial_secretomics",18735
"Cells - Cultured fibroblasts","Ovary_secretomics",1384
"Cells - Cultured fibroblasts","Pancreas_secretomics",1736
"Cells - Cultured fibroblasts","Pituitary_secretomics",12
"Cells - Cultured fibroblasts","Prostate_secretomics",832
"Cells - Cultured fibroblasts","Skin - Not Sun Exposed (Suprapubic)_secretomics",13222
"Cells - Cultured fibroblasts","Skin - Sun Exposed (Lower leg)_secretomics",21513
"Cells - Cultured fibroblasts","Small Intestine - Terminal Ileum_secretomics",39
"Cells - Cultured fibroblasts","Spleen_secretomics",308
"Cells - Cultured fibroblasts","Stomach_secretomics",434
"Cells - Cultured fibroblasts","Testis_secretomics",16241
"Cells - Cultured fibroblasts","Thyroid_secretomics",17896
"Cells - Cultured fibroblasts","Uterus_secretomics",449
"Cells - Cultured fibroblasts","Vagina_secretomics",455
"Cells - Cultured fibroblasts","Whole Blood_secretomics",29223
"Cells - EBV-transformed lymphocytes","Adipose - Subcutaneous_secretomics",1495
"Cells - EBV-transformed lymphocytes","Adipose - Visceral (Omentum)_secretomics",713
"Cells - EBV-transformed lymphocytes","Adrenal Gland_secretomics",107
"Cells - EBV-transformed lymphocytes","Artery - Aorta_secretomics",996
"Cells - EBV-transformed lymphocytes","Artery - Coronary_secretomics",26
"Cells - EBV-transformed lymphocytes","Artery - Tibial_secretomics",1244
"Cells - EBV-transformed lymphocytes","Bladder_secretomics",0
"Cells - EBV-transformed lymphocytes","Brain - Amygdala_secretomics",4
"Cells - EBV-transformed lymphocytes","Brain - Anterior cingulate cortex (BA24)_secretomics",3
"Cells - EBV-transformed lymphocytes","Brain - Caudate (basal ganglia)_secretomics",0
"Cells - EBV-transformed lymphocytes","Brain - Cerebellar Hemisphere_secretomics",1
"Cells - EBV-transformed lymphocytes","Brain - Cerebellum_secretomics",2
"Cells - EBV-transformed lymphocytes","Brain - Cortex_secretomics",2
"Cells - EBV-transformed lymphocytes","Brain - Frontal Cortex (BA9)_secretomics",3
"Cells - EBV-transformed lymphocytes","Brain - Hippocampus_secretomics",3
"Cells - EBV-transformed lymphocytes","Brain - Hypothalamus_secretomics",1
"Cells - EBV-transformed lymphocytes","Brain - Nucleus accumbens (basal ganglia)_secretomics",0
"Cells - EBV-transformed lymphocytes","Brain - Putamen (basal ganglia)_secretomics",2
"Cells - EBV-transformed lymphocytes","Brain - Spinal cord (cervical c-1)_secretomics",2
"Cells - EBV-transformed lymphocytes","Brain - Substantia nigra_secretomics",3
"Cells - EBV-transformed lymphocytes","Breast - Mammary Tissue_secretomics",320
"Cells - EBV-transformed lymphocytes","Cells - Cultured fibroblasts_secretomics",1719
"Cells - EBV-transformed lymphocytes","Cervix - Ectocervix_secretomics",0
"Cells - EBV-transformed lymphocytes","Cervix - Endocervix_secretomics",0
"Cells - EBV-transformed lymphocytes","Colon - Sigmoid_secretomics",74
"Cells - EBV-transformed lymphocytes","Colon - Transverse_secretomics",0
"Cells - EBV-transformed lymphocytes","Esophagus - Gastroesophageal Junction_secretomics",104
"Cells - EBV-transformed lymphocytes","Esophagus - Mucosa_secretomics",1856
"Cells - EBV-transformed lymphocytes","Esophagus - Muscularis_secretomics",213
"Cells - EBV-transformed lymphocytes","Fallopian Tube_secretomics",0
"Cells - EBV-transformed lymphocytes","Heart - Atrial Appendage_secretomics",1273
"Cells - EBV-transformed lymphocytes","Heart - Left Ventricle_secretomics",1485
"Cells - EBV-transformed lymphocytes","Kidney - Cortex_secretomics",0
"Cells - EBV-transformed lymphocytes","Kidney - Medulla_secretomics",0
"Cells - EBV-transformed lymphocytes","Liver_secretomics",79
"Cells - EBV-transformed lymphocytes","Lung_secretomics",2293
"Cells - EBV-transformed lymphocytes","Minor Salivary Gland_secretomics",4
"Cells - EBV-transformed lymphocytes","Muscle - Skeletal_secretomics",2549
"Cells - EBV-transformed lymphocytes","Nerve - Tibial_secretomics",1753
"Cells - EBV-transformed lymphocytes","Ovary_secretomics",35
"Cells - EBV-transformed lymphocytes","Pancreas_secretomics",2
"Cells - EBV-transformed lymphocytes","Pituitary_secretomics",3
"Cells - EBV-transformed lymphocytes","Prostate_secretomics",56
"Cells - EBV-transformed lymphocytes","Skin - Not Sun Exposed (Suprapubic)_secretomics",2010
"Cells - EBV-transformed lymphocytes","Skin - Sun Exposed (Lower leg)_secretomics",3070
"Cells - EBV-transformed lymphocytes","Small Intestine - Terminal Ileum_secretomics",1
"Cells - EBV-transformed lymphocytes","Spleen_secretomics",7
"Cells - EBV-transformed lymphocytes","Stomach_secretomics",3
"Cells - EBV-transformed lymphocytes","Testis_secretomics",1789
"Cells - EBV-transformed lymphocytes","Thyroid_secretomics",2005
"Cells - EBV-transformed lymphocytes","Uterus_secretomics",4
"Cells - EBV-transformed lymphocytes","Vagina_secretomics",0
"Cells - EBV-transformed lymphocytes","Whole Blood_secretomics",7882
"Cervix - Ectocervix","Adipose - Subcutaneous_secretomics",1
"Cervix - Ectocervix","Adipose - Visceral (Omentum)_secretomics",0
"Cervix - Ectocervix","Adrenal Gland_secretomics",0
"Cervix - Ectocervix","Artery - Aorta_secretomics",0
"Cervix - Ectocervix","Artery - Coronary_secretomics",0
"Cervix - Ectocervix","Artery - Tibial_secretomics",0
"Cervix - Ectocervix","Bladder_secretomics",0
"Cervix - Ectocervix","Brain - Amygdala_secretomics",0
"Cervix - Ectocervix","Brain - Anterior cingulate cortex (BA24)_secretomics",0
"Cervix - Ectocervix","Brain - Caudate (basal ganglia)_secretomics",0
"Cervix - Ectocervix","Brain - Cerebellar Hemisphere_secretomics",0
"Cervix - Ectocervix","Brain - Cerebellum_secretomics",0
"Cervix - Ectocervix","Brain - Cortex_secretomics",0
"Cervix - Ectocervix","Brain - Frontal Cortex (BA9)_secretomics",0
"Cervix - Ectocervix","Brain - Hippocampus_secretomics",0
"Cervix - Ectocervix","Brain - Hypothalamus_secretomics",0
"Cervix - Ectocervix","Brain - Nucleus accumbens (basal ganglia)_secretomics",0
"Cervix - Ectocervix","Brain - Putamen (basal ganglia)_secretomics",0
"Cervix - Ectocervix","Brain - Spinal cord (cervical c-1)_secretomics",0
"Cervix - Ectocervix","Brain - Substantia nigra_secretomics",0
"Cervix - Ectocervix","Breast - Mammary Tissue_secretomics",0
"Cervix - Ectocervix","Cells - Cultured fibroblasts_secretomics",0
"Cervix - Ectocervix","Cells - EBV-transformed lymphocytes_secretomics",0
"Cervix - Ectocervix","Cervix - Endocervix_secretomics",1
"Cervix - Ectocervix","Colon - Sigmoid_secretomics",0
"Cervix - Ectocervix","Colon - Transverse_secretomics",0
"Cervix - Ectocervix","Esophagus - Gastroesophageal Junction_secretomics",0
"Cervix - Ectocervix","Esophagus - Mucosa_secretomics",0
"Cervix - Ectocervix","Esophagus - Muscularis_secretomics",1
"Cervix - Ectocervix","Fallopian Tube_secretomics",0
"Cervix - Ectocervix","Heart - Atrial Appendage_secretomics",0
"Cervix - Ectocervix","Heart - Left Ventricle_secretomics",0
"Cervix - Ectocervix","Kidney - Cortex_secretomics",0
"Cervix - Ectocervix","Kidney - Medulla_secretomics",0
"Cervix - Ectocervix","Liver_secretomics",0
"Cervix - Ectocervix","Lung_secretomics",0
"Cervix - Ectocervix","Minor Salivary Gland_secretomics",0
"Cervix - Ectocervix","Muscle - Skeletal_secretomics",0
"Cervix - Ectocervix","Nerve - Tibial_secretomics",0
"Cervix - Ectocervix","Ovary_secretomics",0
"Cervix - Ectocervix","Pancreas_secretomics",0
"Cervix - Ectocervix","Pituitary_secretomics",0
"Cervix - Ectocervix","Prostate_secretomics",0
"Cervix - Ectocervix","Skin - Not Sun Exposed (Suprapubic)_secretomics",0
"Cervix - Ectocervix","Skin - Sun Exposed (Lower leg)_secretomics",0
"Cervix - Ectocervix","Small Intestine - Terminal Ileum_secretomics",0
"Cervix - Ectocervix","Spleen_secretomics",0
"Cervix - Ectocervix","Stomach_secretomics",0
"Cervix - Ectocervix","Testis_secretomics",0
"Cervix - Ectocervix","Thyroid_secretomics",0
"Cervix - Ectocervix","Uterus_secretomics",0
"Cervix - Ectocervix","Vagina_secretomics",0
