"Source","Target","Sig_correlations"
"Thyroid","Ovary_secretomics",1949
"Thyroid","Pancreas_secretomics",8141
"Thyroid","Pituitary_secretomics",3045
"Thyroid","Prostate_secretomics",4782
"Thyroid","Skin - Not Sun Exposed (Suprapubic)_secretomics",37741
"Thyroid","Skin - Sun Exposed (Lower leg)_secretomics",35973
"Thyroid","Small Intestine - Terminal Ileum_secretomics",862
"Thyroid","Spleen_secretomics",2156
"Thyroid","Stomach_secretomics",3211
"Thyroid","Testis_secretomics",33810
"Thyroid","Uterus_secretomics",636
"Thyroid","Vagina_secretomics",612
"Thyroid","Whole Blood_secretomics",58046
"Uterus","Adipose - Subcutaneous_secretomics",525
"Uterus","Adipose - Visceral (Omentum)_secretomics",417
"Uterus","Adrenal Gland_secretomics",64
"Uterus","Artery - Aorta_secretomics",149
"Uterus","Artery - Coronary_secretomics",30
"Uterus","Artery - Tibial_secretomics",231
"Uterus","Bladder_secretomics",0
"Uterus","Brain - Amygdala_secretomics",5
"Uterus","Brain - Anterior cingulate cortex (BA24)_secretomics",1
"Uterus","Brain - Caudate (basal ganglia)_secretomics",3
"Uterus","Brain - Cerebellar Hemisphere_secretomics",16
"Uterus","Brain - Cerebellum_secretomics",6
"Uterus","Brain - Cortex_secretomics",5
"Uterus","Brain - Frontal Cortex (BA9)_secretomics",8
"Uterus","Brain - Hippocampus_secretomics",2
"Uterus","Brain - Hypothalamus_secretomics",5
"Uterus","Brain - Nucleus accumbens (basal ganglia)_secretomics",1
"Uterus","Brain - Putamen (basal ganglia)_secretomics",0
"Uterus","Brain - Spinal cord (cervical c-1)_secretomics",2
"Uterus","Brain - Substantia nigra_secretomics",1
"Uterus","Breast - Mammary Tissue_secretomics",62
"Uterus","Cells - Cultured fibroblasts_secretomics",89
"Uterus","Cells - EBV-transformed lymphocytes_secretomics",1
"Uterus","Cervix - Ectocervix_secretomics",0
"Uterus","Cervix - Endocervix_secretomics",0
"Uterus","Colon - Sigmoid_secretomics",76
"Uterus","Colon - Transverse_secretomics",53
"Uterus","Esophagus - Gastroesophageal Junction_secretomics",177
"Uterus","Esophagus - Mucosa_secretomics",560
"Uterus","Esophagus - Muscularis_secretomics",288
"Uterus","Fallopian Tube_secretomics",0
"Uterus","Heart - Atrial Appendage_secretomics",375
"Uterus","Heart - Left Ventricle_secretomics",127
"Uterus","Kidney - Cortex_secretomics",0
"Uterus","Kidney - Medulla_secretomics",0
"Uterus","Liver_secretomics",29
"Uterus","Lung_secretomics",297
"Uterus","Minor Salivary Gland_secretomics",7
"Uterus","Muscle - Skeletal_secretomics",976
"Uterus","Nerve - Tibial_secretomics",320
"Uterus","Ovary_secretomics",691
"Uterus","Pancreas_secretomics",64
"Uterus","Pituitary_secretomics",4
"Uterus","Prostate_secretomics",0
"Uterus","Skin - Not Sun Exposed (Suprapubic)_secretomics",448
"Uterus","Skin - Sun Exposed (Lower leg)_secretomics",645
"Uterus","Small Intestine - Terminal Ileum_secretomics",20
"Uterus","Spleen_secretomics",7
"Uterus","Stomach_secretomics",25
"Uterus","Testis_secretomics",0
"Uterus","Thyroid_secretomics",763
"Uterus","Vagina_secretomics",159
"Uterus","Whole Blood_secretomics",594
"Vagina","Adipose - Subcutaneous_secretomics",217
"Vagina","Adipose - Visceral (Omentum)_secretomics",160
"Vagina","Adrenal Gland_secretomics",13
"Vagina","Artery - Aorta_secretomics",84
"Vagina","Artery - Coronary_secretomics",7
"Vagina","Artery - Tibial_secretomics",105
"Vagina","Bladder_secretomics",0
"Vagina","Brain - Amygdala_secretomics",1
"Vagina","Brain - Anterior cingulate cortex (BA24)_secretomics",0
"Vagina","Brain - Caudate (basal ganglia)_secretomics",5
"Vagina","Brain - Cerebellar Hemisphere_secretomics",1
"Vagina","Brain - Cerebellum_secretomics",2
"Vagina","Brain - Cortex_secretomics",3
"Vagina","Brain - Frontal Cortex (BA9)_secretomics",3
"Vagina","Brain - Hippocampus_secretomics",1
"Vagina","Brain - Hypothalamus_secretomics",1
"Vagina","Brain - Nucleus accumbens (basal ganglia)_secretomics",2
"Vagina","Brain - Putamen (basal ganglia)_secretomics",0
"Vagina","Brain - Spinal cord (cervical c-1)_secretomics",4
"Vagina","Brain - Substantia nigra_secretomics",3
"Vagina","Breast - Mammary Tissue_secretomics",50
"Vagina","Cells - Cultured fibroblasts_secretomics",35
"Vagina","Cells - EBV-transformed lymphocytes_secretomics",2
"Vagina","Cervix - Ectocervix_secretomics",0
"Vagina","Cervix - Endocervix_secretomics",0
"Vagina","Colon - Sigmoid_secretomics",42
"Vagina","Colon - Transverse_secretomics",57
"Vagina","Esophagus - Gastroesophageal Junction_secretomics",75
"Vagina","Esophagus - Mucosa_secretomics",254
"Vagina","Esophagus - Muscularis_secretomics",198
"Vagina","Fallopian Tube_secretomics",0
"Vagina","Heart - Atrial Appendage_secretomics",79
"Vagina","Heart - Left Ventricle_secretomics",289
"Vagina","Kidney - Cortex_secretomics",0
"Vagina","Kidney - Medulla_secretomics",0
"Vagina","Liver_secretomics",21
"Vagina","Lung_secretomics",49
"Vagina","Minor Salivary Gland_secretomics",0
"Vagina","Muscle - Skeletal_secretomics",680
"Vagina","Nerve - Tibial_secretomics",274
"Vagina","Ovary_secretomics",410
"Vagina","Pancreas_secretomics",28
"Vagina","Pituitary_secretomics",2
"Vagina","Prostate_secretomics",0
"Vagina","Skin - Not Sun Exposed (Suprapubic)_secretomics",191
"Vagina","Skin - Sun Exposed (Lower leg)_secretomics",268
"Vagina","Small Intestine - Terminal Ileum_secretomics",3
"Vagina","Spleen_secretomics",10
"Vagina","Stomach_secretomics",20
"Vagina","Testis_secretomics",0
"Vagina","Thyroid_secretomics",327
"Vagina","Uterus_secretomics",74
"Vagina","Whole Blood_secretomics",291
"Whole Blood","Adipose - Subcutaneous_secretomics",67668
"Whole Blood","Adipose - Visceral (Omentum)_secretomics",70428
"Whole Blood","Adrenal Gland_secretomics",29000
"Whole Blood","Artery - Aorta_secretomics",45505
"Whole Blood","Artery - Coronary_secretomics",8649
"Whole Blood","Artery - Tibial_secretomics",52388
"Whole Blood","Bladder_secretomics",0
"Whole Blood","Brain - Amygdala_secretomics",21
"Whole Blood","Brain - Anterior cingulate cortex (BA24)_secretomics",57
"Whole Blood","Brain - Caudate (basal ganglia)_secretomics",162
"Whole Blood","Brain - Cerebellar Hemisphere_secretomics",372
"Whole Blood","Brain - Cerebellum_secretomics",570
"Whole Blood","Brain - Cortex_secretomics",303
"Whole Blood","Brain - Frontal Cortex (BA9)_secretomics",101
"Whole Blood","Brain - Hippocampus_secretomics",28
"Whole Blood","Brain - Hypothalamus_secretomics",29
"Whole Blood","Brain - Nucleus accumbens (basal ganglia)_secretomics",150
"Whole Blood","Brain - Putamen (basal ganglia)_secretomics",95
"Whole Blood","Brain - Spinal cord (cervical c-1)_secretomics",71
"Whole Blood","Brain - Substantia nigra_secretomics",33
"Whole Blood","Breast - Mammary Tissue_secretomics",27990
"Whole Blood","Cells - Cultured fibroblasts_secretomics",38383
"Whole Blood","Cells - EBV-transformed lymphocytes_secretomics",6916
"Whole Blood","Cervix - Ectocervix_secretomics",0
"Whole Blood","Cervix - Endocervix_secretomics",1
"Whole Blood","Colon - Sigmoid_secretomics",30997
"Whole Blood","Colon - Transverse_secretomics",13984
"Whole Blood","Esophagus - Gastroesophageal Junction_secretomics",37214
"Whole Blood","Esophagus - Mucosa_secretomics",61168
"Whole Blood","Esophagus - Muscularis_secretomics",56257
"Whole Blood","Fallopian Tube_secretomics",0
"Whole Blood","Heart - Atrial Appendage_secretomics",55542
"Whole Blood","Heart - Left Ventricle_secretomics",82972
"Whole Blood","Kidney - Cortex_secretomics",334
"Whole Blood","Kidney - Medulla_secretomics",0
"Whole Blood","Liver_secretomics",14541
"Whole Blood","Lung_secretomics",85911
"Whole Blood","Minor Salivary Gland_secretomics",5827
"Whole Blood","Muscle - Skeletal_secretomics",101192
"Whole Blood","Nerve - Tibial_secretomics",65560
"Whole Blood","Ovary_secretomics",6635
"Whole Blood","Pancreas_secretomics",11586
"Whole Blood","Pituitary_secretomics",1714
"Whole Blood","Prostate_secretomics",5553
"Whole Blood","Skin - Not Sun Exposed (Suprapubic)_secretomics",75921
"Whole Blood","Skin - Sun Exposed (Lower leg)_secretomics",73889
"Whole Blood","Small Intestine - Terminal Ileum_secretomics",592
"Whole Blood","Spleen_secretomics",6647
"Whole Blood","Stomach_secretomics",4812
"Whole Blood","Testis_secretomics",59076
"Whole Blood","Thyroid_secretomics",74735
"Whole Blood","Uterus_secretomics",2274
"Whole Blood","Vagina_secretomics",1959
